function,nb_points,nb_neighbors,feature_set,nb_calls,total_time,total_time_per_call,cum_time,cum_time_per_call
extract.py:132(eigen_features),50000,100,eigenvalues,50001,1.5324099999999998,3.064758704825903e-05,25.150052,0.0005029909801803964
extract.py:14(<module>),50000,100,eigenvalues,1,2.4e-05,2.4e-05,0.6817099999999999,0.6817099999999999
extract.py:34(compute_tree),50000,100,eigenvalues,1,0.012808,0.012808,0.015406,0.015406
__init__.py:4(<module>),50000,100,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),50000,100,eigenvalues,1,0.0015869999999999999,0.0015869999999999999,20.5189,20.5189
io.py:82(write_features),50000,100,eigenvalues,1,0.139698,0.139698,27.212944,27.212944
io.py:5(<module>),50000,100,eigenvalues,1,9e-06,9e-06,0.013456,0.013456
features.py:53(normalized_eigenvalues),5000,50,eigenvalues,10000,0.048919,4.8919e-06,0.09594,9.594e-06
features.py:71(triangle_variance_space),5000,50,eigenvalues,5000,0.028007999999999998,5.6016e-06,0.078167,1.56334e-05
features.py:114(compute_3D_features),5000,50,eigenvalues,5000,0.062792,1.25584e-05,0.184813,3.6962600000000004e-05
features.py:6(<module>),5000,50,eigenvalues,1,7e-06,7e-06,0.269541,0.269541
extract.py:49(build_neighborhood),5000,50,eigenvalues,5000,0.018515,3.703e-06,0.5931529999999999,0.00011863059999999998
extract.py:72(fitted_pca),5000,50,eigenvalues,5000,0.012901,2.5802e-06,1.768257,0.0003536514
extract.py:132(eigen_features),5000,50,eigenvalues,5001,0.16150399999999998,3.229434113177364e-05,2.818049,0.000563497100579884
extract.py:14(<module>),5000,50,eigenvalues,1,2.7e-05,2.7e-05,0.6906909999999999,0.6906909999999999
extract.py:34(compute_tree),5000,50,eigenvalues,1,0.000534,0.000534,0.000873,0.000873
__init__.py:4(<module>),5000,50,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),5000,50,eigenvalues,1,0.0022359999999999997,0.0022359999999999997,25.3007,25.3007
io.py:82(write_features),5000,50,eigenvalues,1,0.01769,0.01769,3.069881,3.069881
io.py:5(<module>),5000,50,eigenvalues,1,8e-06,8e-06,0.012992,0.012992
features.py:53(normalized_eigenvalues),50000,50,eigenvalues,100000,0.494166,4.94166e-06,0.965395,9.65395e-06
features.py:71(triangle_variance_space),50000,50,eigenvalues,50000,0.28663099999999997,5.73262e-06,0.790176,1.580352e-05
features.py:114(compute_3D_features),50000,50,eigenvalues,50000,0.620699,1.241398e-05,1.843076,3.686152e-05
features.py:6(<module>),50000,50,eigenvalues,1,7e-06,7e-06,0.27386499999999997,0.27386499999999997
extract.py:49(build_neighborhood),50000,50,eigenvalues,50000,0.184049,3.68098e-06,7.260714,0.00014521428
extract.py:72(fitted_pca),50000,50,eigenvalues,50000,0.15575799999999998,3.1151599999999996e-06,18.606693999999997,0.0003721338799999999
extract.py:132(eigen_features),50000,50,eigenvalues,50001,1.738443,3.4768164636707265e-05,30.56635,0.0006113147737045259
extract.py:14(<module>),50000,50,eigenvalues,1,2.4e-05,2.4e-05,0.8272649999999999,0.8272649999999999
extract.py:34(compute_tree),50000,50,eigenvalues,1,0.012969999999999999,0.012969999999999999,0.015534999999999998,0.015534999999999998
__init__.py:4(<module>),50000,50,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),50000,50,eigenvalues,1,0.002319,0.002319,25.84863,25.84863
io.py:82(write_features),50000,50,eigenvalues,1,0.18204599999999999,0.18204599999999999,33.13991,33.13991
io.py:5(<module>),50000,50,eigenvalues,1,9.999999999999999e-06,9.999999999999999e-06,0.015425,0.015425
features.py:12(accumulation_2d_neighborhood),5000,20,full,1,0.00015199999999999998,0.00015199999999999998,0.053836999999999996,0.053836999999999996
features.py:53(normalized_eigenvalues),5000,20,full,10000,0.053440999999999995,5.344099999999999e-06,0.10420399999999999,1.04204e-05
features.py:71(triangle_variance_space),5000,20,full,5000,0.028229999999999998,5.646e-06,0.07620299999999999,1.52406e-05
features.py:114(compute_3D_features),5000,20,full,5000,0.061153,1.22306e-05,0.186838,3.73676e-05
features.py:147(compute_2D_features),5000,20,full,5000,0.022113999999999998,4.422799999999999e-06,0.047396,9.4792e-06
features.py:167(compute_3D_properties),5000,20,full,5000,0.033342,6.6683999999999995e-06,0.418493,8.36986e-05
features.py:210(<listcomp>),5000,20,full,5000,0.241862,4.83724e-05,0.255318,5.10636e-05
features.py:194(compute_2D_properties),5000,20,full,5000,0.030816999999999997,6.163399999999999e-06,0.293939,5.87878e-05
features.py:217(verticality_coefficient),5000,20,full,5000,0.013507,2.7014e-06,0.015309999999999999,3.0619999999999997e-06
features.py:6(<module>),5000,20,full,1,1.8999999999999998e-05,1.8999999999999998e-05,0.490905,0.490905
extract.py:49(build_neighborhood),5000,20,full,5000,0.018845,3.7690000000000003e-06,0.584747,0.00011694940000000001
extract.py:72(fitted_pca),5000,20,full,10000,0.024293,2.4292999999999998e-06,3.262472,0.00032624719999999996
extract.py:191(all_features),5000,20,full,5001,0.23326,4.664267146570686e-05,5.203450999999999,0.001040482103579284
extract.py:14(<module>),5000,20,full,1,3.5e-05,3.5e-05,1.188739,1.188739
extract.py:34(compute_tree),5000,20,full,1,0.000554,0.000554,0.0008979999999999999,0.0008979999999999999
__init__.py:4(<module>),5000,20,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),5000,20,full,1,0.00178,0.00178,25.702531999999998,25.702531999999998
io.py:82(write_features),5000,20,full,1,0.023910999999999998,0.023910999999999998,5.604959,5.604959
io.py:5(<module>),5000,20,full,1,1.2e-05,1.2e-05,0.016505,0.016505
features.py:12(accumulation_2d_neighborhood),50000,50,full,1,0.00010999999999999999,0.00010999999999999999,0.057595,0.057595
features.py:53(normalized_eigenvalues),50000,50,full,100000,0.47609199999999996,4.760919999999999e-06,0.943728,9.43728e-06
features.py:71(triangle_variance_space),50000,50,full,50000,0.253093,5.06186e-06,0.68858,1.3771599999999999e-05
features.py:114(compute_3D_features),50000,50,full,50000,0.5318109999999999,1.0636219999999998e-05,1.6678199999999999,3.33564e-05
features.py:147(compute_2D_features),50000,50,full,50000,0.20540699999999998,4.10814e-06,0.43432299999999996,8.68646e-06
features.py:167(compute_3D_properties),50000,50,full,50000,0.315459,6.30918e-06,3.900452,7.800904e-05
features.py:210(<listcomp>),50000,50,full,50000,4.6907119999999995,9.381424e-05,4.918108,9.836216e-05
features.py:194(compute_2D_properties),50000,50,full,50000,0.265853,5.31706e-06,5.288037999999999,0.00010576075999999999
features.py:217(verticality_coefficient),50000,50,full,50000,0.125114,2.50228e-06,0.14085,2.817e-06
features.py:6(<module>),50000,50,full,1,8e-06,8e-06,0.38290399999999997,0.38290399999999997
extract.py:49(build_neighborhood),50000,50,full,50000,0.16702,3.3404000000000002e-06,6.5492609999999996,0.00013098521999999998
extract.py:72(fitted_pca),50000,50,full,100000,0.22179,2.2179e-06,30.685021,0.00030685021
extract.py:191(all_features),50000,50,full,50001,2.2762729999999998,4.5524549509009815e-05,51.975119,0.0010394815903681926
extract.py:14(<module>),50000,50,full,1,3.1e-05,3.1e-05,0.945437,0.945437
extract.py:34(compute_tree),50000,50,full,1,0.009762,0.009762,0.011514,0.011514
__init__.py:4(<module>),50000,50,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),50000,50,full,1,0.001499,0.001499,21.917078,21.917078
io.py:82(write_features),50000,50,full,1,0.2047,0.2047,55.650138,55.650138
io.py:5(<module>),50000,50,full,1,9.999999999999999e-06,9.999999999999999e-06,0.013144999999999999,0.013144999999999999
features.py:53(normalized_eigenvalues),10000,20,alphabeta,10000,0.053072999999999995,5.307299999999999e-06,0.112047,1.12047e-05
features.py:71(triangle_variance_space),10000,20,alphabeta,10000,0.055090999999999994,5.5090999999999995e-06,0.16713799999999998,1.67138e-05
features.py:6(<module>),10000,20,alphabeta,1,8e-06,8e-06,0.300437,0.300437
extract.py:49(build_neighborhood),10000,20,alphabeta,10000,0.031105999999999998,3.1106e-06,1.065521,0.0001065521
extract.py:72(fitted_pca),10000,20,alphabeta,10000,0.025155,2.5155e-06,3.287496,0.0003287496
extract.py:89(alphabeta_features),10000,20,alphabeta,10001,0.225107,2.2508449155084492e-05,4.747783,0.00047473082691730826
extract.py:14(<module>),10000,20,alphabeta,1,2.9999999999999997e-05,2.9999999999999997e-05,0.8648779999999999,0.8648779999999999
extract.py:34(compute_tree),10000,20,alphabeta,1,0.0019099999999999998,0.0019099999999999998,0.002521,0.002521
__init__.py:4(<module>),10000,20,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,20,alphabeta,1,0.0018499999999999999,0.0018499999999999999,25.046597,25.046597
io.py:82(write_features),10000,20,alphabeta,1,0.026442999999999998,0.026442999999999998,5.039498,5.039498
io.py:5(<module>),10000,20,alphabeta,1,1.2e-05,1.2e-05,0.013302,0.013302
features.py:53(normalized_eigenvalues),5000,20,eigenvalues,10000,0.049802,4.9802e-06,0.098706,9.8706e-06
features.py:71(triangle_variance_space),5000,20,eigenvalues,5000,0.030074999999999998,6.014999999999999e-06,0.081486,1.62972e-05
features.py:114(compute_3D_features),5000,20,eigenvalues,5000,0.062712,1.25424e-05,0.18837199999999998,3.76744e-05
features.py:6(<module>),5000,20,eigenvalues,1,8e-06,8e-06,0.39400199999999996,0.39400199999999996
extract.py:49(build_neighborhood),5000,20,eigenvalues,5000,0.018812,3.7623999999999998e-06,0.58209,0.000116418
extract.py:72(fitted_pca),5000,20,eigenvalues,5000,0.013836,2.7672e-06,1.8497059999999999,0.00036994119999999995
extract.py:132(eigen_features),5000,20,eigenvalues,5001,0.16025699999999998,3.204499100179964e-05,2.894964,0.000578877024595081
extract.py:14(<module>),5000,20,eigenvalues,1,3.2e-05,3.2e-05,0.9863609999999999,0.9863609999999999
extract.py:34(compute_tree),5000,20,eigenvalues,1,0.00047999999999999996,0.00047999999999999996,0.000739,0.000739
__init__.py:4(<module>),5000,20,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),5000,20,eigenvalues,1,0.00197,0.00197,32.617737,32.617737
io.py:82(write_features),5000,20,eigenvalues,1,0.018833,0.018833,3.157885,3.157885
io.py:5(<module>),5000,20,eigenvalues,1,1.2e-05,1.2e-05,0.012851,0.012851
features.py:12(accumulation_2d_neighborhood),5000,50,full,1,0.000118,0.000118,0.04649,0.04649
features.py:53(normalized_eigenvalues),5000,50,full,10000,0.071447,7.1446999999999995e-06,0.153851,1.53851e-05
features.py:71(triangle_variance_space),5000,50,full,5000,0.038661999999999995,7.732399999999999e-06,0.10428499999999999,2.0856999999999997e-05
features.py:114(compute_3D_features),5000,50,full,5000,0.079816,1.59632e-05,0.263964,5.2792799999999994e-05
features.py:147(compute_2D_features),5000,50,full,5000,0.031633999999999995,6.326799999999999e-06,0.069062,1.38124e-05
features.py:167(compute_3D_properties),5000,50,full,5000,0.050316,1.00632e-05,0.589565,0.00011791300000000001
features.py:210(<listcomp>),5000,50,full,5000,0.6894739999999999,0.00013789479999999998,0.725364,0.0001450728
features.py:194(compute_2D_properties),5000,50,full,5000,0.043052,8.6104e-06,0.783812,0.0001567624
features.py:217(verticality_coefficient),5000,50,full,5000,0.018698,3.7395999999999997e-06,0.0214,4.28e-06
features.py:6(<module>),5000,50,full,1,9.999999999999999e-06,9.999999999999999e-06,0.295095,0.295095
extract.py:49(build_neighborhood),5000,50,full,5000,0.030261999999999997,6.0524e-06,0.8890349999999999,0.000177807
extract.py:72(fitted_pca),5000,50,full,10000,0.043375,4.3374999999999996e-06,4.921885,0.0004921884999999999
extract.py:191(all_features),5000,50,full,5001,0.36410699999999996,7.280683863227354e-05,8.097293,0.001619134773045391
extract.py:14(<module>),5000,50,full,1,2.7e-05,2.7e-05,0.842285,0.842285
extract.py:34(compute_tree),5000,50,full,1,0.000592,0.000592,0.0008219999999999999,0.0008219999999999999
__init__.py:4(<module>),5000,50,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),5000,50,full,1,0.001607,0.001607,31.08185,31.08185
io.py:82(write_features),5000,50,full,1,0.033764999999999996,0.033764999999999996,8.639852,8.639852
io.py:5(<module>),5000,50,full,1,7e-06,7e-06,0.014183999999999999,0.014183999999999999
features.py:53(normalized_eigenvalues),100000,20,eigenvalues,200000,0.742583,3.712915e-06,1.471947,7.359734999999999e-06
features.py:71(triangle_variance_space),100000,20,eigenvalues,100000,0.451868,4.51868e-06,1.2254209999999999,1.225421e-05
features.py:114(compute_3D_features),100000,20,eigenvalues,100000,0.9534389999999999,9.534389999999999e-06,2.8412889999999997,2.8412889999999996e-05
features.py:6(<module>),100000,20,eigenvalues,1,7e-06,7e-06,0.22819399999999998,0.22819399999999998
extract.py:49(build_neighborhood),100000,20,eigenvalues,100000,0.259996,2.5999600000000003e-06,10.296721,0.00010296720999999999
extract.py:72(fitted_pca),100000,20,eigenvalues,100000,0.19857,1.9857e-06,27.763479,0.00027763479
extract.py:132(eigen_features),100000,20,eigenvalues,100001,2.433665,2.433640663593364e-05,45.072496,0.00045072045279547206
extract.py:14(<module>),100000,20,eigenvalues,1,2.3e-05,2.3e-05,0.660674,0.660674
extract.py:34(compute_tree),100000,20,eigenvalues,1,0.024995,0.024995,0.029913,0.029913
__init__.py:4(<module>),100000,20,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),100000,20,eigenvalues,1,0.00156,0.00156,21.458356,21.458356
io.py:82(write_features),100000,20,eigenvalues,1,0.269382,0.269382,49.082943,49.082943
io.py:5(<module>),100000,20,eigenvalues,1,1.4e-05,1.4e-05,0.015146,0.015146
features.py:12(accumulation_2d_neighborhood),100000,100,full,1,0.000129,0.000129,0.078933,0.078933
features.py:53(normalized_eigenvalues),100000,100,full,200000,0.9072479999999999,4.53624e-06,1.756607,8.783035e-06
features.py:71(triangle_variance_space),100000,100,full,100000,0.476941,4.76941e-06,1.296433,1.296433e-05
features.py:114(compute_3D_features),100000,100,full,100000,1.03629,1.0362899999999999e-05,3.138887,3.138887e-05
features.py:147(compute_2D_features),100000,100,full,100000,0.39624299999999996,3.96243e-06,0.82126,8.2126e-06
features.py:167(compute_3D_properties),100000,100,full,100000,0.557609,5.57609e-06,7.214797,7.214797e-05
features.py:210(<listcomp>),100000,100,full,100000,17.93552,0.0001793552,18.703594,0.00018703593999999999
features.py:194(compute_2D_properties),100000,100,full,100000,0.507791,5.07791e-06,19.504320999999997,0.00019504320999999997
features.py:217(verticality_coefficient),100000,100,full,100000,0.226163,2.26163e-06,0.25515699999999997,2.55157e-06
features.py:6(<module>),100000,100,full,1,7e-06,7e-06,0.234596,0.234596
extract.py:49(build_neighborhood),100000,100,full,100000,0.341452,3.41452e-06,14.031775999999999,0.00014031776
extract.py:72(fitted_pca),100000,100,full,200000,0.405211,2.0260549999999998e-06,57.635793,0.000288178965
extract.py:191(all_features),100000,100,full,100001,4.519671,4.519625803741962e-05,109.040466,0.0010903937560624393
extract.py:14(<module>),100000,100,full,1,2.1e-05,2.1e-05,0.67236,0.67236
extract.py:34(compute_tree),100000,100,full,1,0.022786,0.022786,0.026184,0.026184
__init__.py:4(<module>),100000,100,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),100000,100,full,1,0.001468,0.001468,22.212009,22.212009
io.py:82(write_features),100000,100,full,1,0.386939,0.386939,115.697057,115.697057
io.py:5(<module>),100000,100,full,1,9e-06,9e-06,0.011901,0.011901
features.py:53(normalized_eigenvalues),100000,20,alphabeta,100000,0.442214,4.42214e-06,0.923835,9.23835e-06
features.py:71(triangle_variance_space),100000,20,alphabeta,100000,0.466617,4.66617e-06,1.390452,1.390452e-05
features.py:6(<module>),100000,20,alphabeta,1,6e-06,6e-06,0.227315,0.227315
extract.py:49(build_neighborhood),100000,20,alphabeta,100000,0.276986,2.76986e-06,10.586164,0.00010586164
extract.py:72(fitted_pca),100000,20,alphabeta,100000,0.202928,2.02928e-06,27.921291,0.00027921291
extract.py:89(alphabeta_features),100000,20,alphabeta,100001,1.964821,1.9648013519864802e-05,41.897811999999995,0.00041897393026069736
extract.py:14(<module>),100000,20,alphabeta,1,2.1e-05,2.1e-05,0.642942,0.642942
extract.py:34(compute_tree),100000,20,alphabeta,1,0.029847,0.029847,0.035084,0.035084
__init__.py:4(<module>),100000,20,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),100000,20,alphabeta,1,0.001481,0.001481,20.894372999999998,20.894372999999998
io.py:82(write_features),100000,20,alphabeta,1,0.212423,0.212423,44.326955999999996,44.326955999999996
io.py:5(<module>),100000,20,alphabeta,1,1.1e-05,1.1e-05,0.012778,0.012778
features.py:53(normalized_eigenvalues),5000,100,eigenvalues,10000,0.047791,4.7791e-06,0.094735,9.4735e-06
features.py:71(triangle_variance_space),5000,100,eigenvalues,5000,0.029269999999999997,5.853999999999999e-06,0.078932,1.5786400000000002e-05
features.py:114(compute_3D_features),5000,100,eigenvalues,5000,0.060182,1.20364e-05,0.180166,3.60332e-05
features.py:6(<module>),5000,100,eigenvalues,1,1.2e-05,1.2e-05,0.294803,0.294803
extract.py:49(build_neighborhood),5000,100,eigenvalues,5000,0.018886,3.7772e-06,0.653883,0.0001307766
extract.py:72(fitted_pca),5000,100,eigenvalues,5000,0.012856999999999999,2.5713999999999996e-06,1.795736,0.0003591472
extract.py:132(eigen_features),5000,100,eigenvalues,5001,0.175875,3.516796640671866e-05,2.917289,0.0005833411317736452
extract.py:14(<module>),5000,100,eigenvalues,1,2.8e-05,2.8e-05,0.7574,0.7574
extract.py:34(compute_tree),5000,100,eigenvalues,1,0.000637,0.000637,0.000882,0.000882
__init__.py:4(<module>),5000,100,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),5000,100,eigenvalues,1,0.0024649999999999997,0.0024649999999999997,24.248616,24.248616
io.py:82(write_features),5000,100,eigenvalues,1,0.017848,0.017848,3.161683,3.161683
io.py:5(<module>),5000,100,eigenvalues,1,7e-06,7e-06,0.012938,0.012938
features.py:53(normalized_eigenvalues),50000,50,alphabeta,50000,0.27710799999999997,5.542159999999999e-06,0.579819,1.159638e-05
features.py:71(triangle_variance_space),50000,50,alphabeta,50000,0.274221,5.48442e-06,0.8540399999999999,1.7080799999999997e-05
features.py:6(<module>),50000,50,alphabeta,1,9e-06,9e-06,0.29089499999999996,0.29089499999999996
extract.py:49(build_neighborhood),50000,50,alphabeta,50000,0.16555799999999998,3.3111599999999995e-06,6.836913999999999,0.00013673827999999998
extract.py:72(fitted_pca),50000,50,alphabeta,50000,0.12267,2.4534e-06,17.237785,0.0003447557
extract.py:89(alphabeta_features),50000,50,alphabeta,50001,1.2955999999999999,2.591148177036459e-05,26.239921,0.0005247879242415151
extract.py:14(<module>),50000,50,alphabeta,1,2.6e-05,2.6e-05,0.8617619999999999,0.8617619999999999
extract.py:34(compute_tree),50000,50,alphabeta,1,0.013378999999999999,0.013378999999999999,0.015581999999999999,0.015581999999999999
__init__.py:4(<module>),50000,50,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),50000,50,alphabeta,1,0.001959,0.001959,24.368349,24.368349
io.py:82(write_features),50000,50,alphabeta,1,0.136378,0.136378,27.714700999999998,27.714700999999998
io.py:5(<module>),50000,50,alphabeta,1,1.1e-05,1.1e-05,0.015583,0.015583
features.py:53(normalized_eigenvalues),10000,50,alphabeta,10000,0.054821999999999996,5.4822e-06,0.116203,1.16203e-05
features.py:71(triangle_variance_space),10000,50,alphabeta,10000,0.055607,5.5607e-06,0.17181,1.7181e-05
features.py:6(<module>),10000,50,alphabeta,1,7e-06,7e-06,0.301487,0.301487
extract.py:49(build_neighborhood),10000,50,alphabeta,10000,0.031054,3.1054e-06,1.176896,0.00011768959999999999
extract.py:72(fitted_pca),10000,50,alphabeta,10000,0.022926,2.2926e-06,3.3730279999999997,0.0003373028
extract.py:89(alphabeta_features),10000,50,alphabeta,10001,0.250164,2.5013898610138986e-05,4.9736139999999995,0.0004973116688331167
extract.py:14(<module>),10000,50,alphabeta,1,2.4e-05,2.4e-05,0.817665,0.817665
extract.py:34(compute_tree),10000,50,alphabeta,1,0.001246,0.001246,0.0017159999999999999,0.0017159999999999999
__init__.py:4(<module>),10000,50,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,50,alphabeta,1,0.001908,0.001908,25.538757999999998,25.538757999999998
io.py:82(write_features),10000,50,alphabeta,1,0.025356,0.025356,5.260543999999999,5.260543999999999
io.py:5(<module>),10000,50,alphabeta,1,8e-06,8e-06,0.013117,0.013117
features.py:53(normalized_eigenvalues),10000,20,eigenvalues,20000,0.093496,4.6748e-06,0.183696,9.1848e-06
features.py:71(triangle_variance_space),10000,20,eigenvalues,10000,0.055883999999999996,5.5884e-06,0.152059,1.52059e-05
features.py:114(compute_3D_features),10000,20,eigenvalues,10000,0.117396,1.17396e-05,0.349829,3.49829e-05
features.py:6(<module>),10000,20,eigenvalues,1,7e-06,7e-06,0.23510799999999998,0.23510799999999998
extract.py:49(build_neighborhood),10000,20,eigenvalues,10000,0.033499,3.3499e-06,1.089402,0.0001089402
extract.py:72(fitted_pca),10000,20,eigenvalues,10000,0.023024,2.3023999999999998e-06,3.3766849999999997,0.00033766849999999996
extract.py:132(eigen_features),10000,20,eigenvalues,10001,0.29434,2.943105689431057e-05,5.323941,0.0005323408659134086
extract.py:14(<module>),10000,20,eigenvalues,1,2.2e-05,2.2e-05,0.6507729999999999,0.6507729999999999
extract.py:34(compute_tree),10000,20,eigenvalues,1,0.001431,0.001431,0.0018659999999999998,0.0018659999999999998
__init__.py:4(<module>),10000,20,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,20,eigenvalues,1,0.001727,0.001727,25.696569,25.696569
io.py:82(write_features),10000,20,eigenvalues,1,0.03363,0.03363,5.808844,5.808844
io.py:5(<module>),10000,20,eigenvalues,1,1.4999999999999999e-05,1.4999999999999999e-05,0.013047,0.013047
features.py:12(accumulation_2d_neighborhood),10000,20,full,1,0.000139,0.000139,0.047879,0.047879
features.py:53(normalized_eigenvalues),10000,20,full,20000,0.11142099999999999,5.57105e-06,0.21654099999999998,1.082705e-05
features.py:71(triangle_variance_space),10000,20,full,10000,0.059206999999999996,5.9207e-06,0.158858,1.58858e-05
features.py:114(compute_3D_features),10000,20,full,10000,0.119527,1.19527e-05,0.376594,3.76594e-05
features.py:147(compute_2D_features),10000,20,full,10000,0.046095,4.6095e-06,0.095117,9.511699999999999e-06
features.py:167(compute_3D_properties),10000,20,full,10000,0.07261999999999999,7.261999999999999e-06,0.8828699999999999,8.828699999999999e-05
features.py:210(<listcomp>),10000,20,full,10000,0.480025,4.80025e-05,0.506236,5.06236e-05
features.py:194(compute_2D_properties),10000,20,full,10000,0.058363,5.8362999999999995e-06,0.5802579999999999,5.8025799999999996e-05
features.py:217(verticality_coefficient),10000,20,full,10000,0.028189,2.8189e-06,0.032168999999999996,3.2168999999999996e-06
features.py:6(<module>),10000,20,full,1,7e-06,7e-06,0.283657,0.283657
extract.py:49(build_neighborhood),10000,20,full,10000,0.03964,3.9640000000000005e-06,1.221401,0.0001221401
extract.py:72(fitted_pca),10000,20,full,20000,0.050092,2.5045999999999997e-06,6.642589999999999,0.00033212949999999997
extract.py:191(all_features),10000,20,full,10001,0.47862699999999997,4.785791420857914e-05,10.580345999999999,0.001057928807119288
extract.py:14(<module>),10000,20,full,1,2.8e-05,2.8e-05,0.846588,0.846588
extract.py:34(compute_tree),10000,20,full,1,0.00189,0.00189,0.002437,0.002437
__init__.py:4(<module>),10000,20,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),10000,20,full,1,0.001648,0.001648,23.791228,23.791228
io.py:82(write_features),10000,20,full,1,0.046647999999999995,0.046647999999999995,11.378499,11.378499
io.py:5(<module>),10000,20,full,1,9e-06,9e-06,0.015882,0.015882
features.py:53(normalized_eigenvalues),50000,20,eigenvalues,100000,0.45467599999999997,4.54676e-06,0.884879,8.84879e-06
features.py:71(triangle_variance_space),50000,20,eigenvalues,50000,0.26914,5.3827999999999995e-06,0.736269,1.4725379999999998e-05
features.py:114(compute_3D_features),50000,20,eigenvalues,50000,0.569994,1.139988e-05,1.6891049999999999,3.3782099999999996e-05
features.py:6(<module>),50000,20,eigenvalues,1,8e-06,8e-06,0.28901499999999997,0.28901499999999997
extract.py:49(build_neighborhood),50000,20,eigenvalues,50000,0.158531,3.1706200000000003e-06,6.075627,0.00012151254
extract.py:72(fitted_pca),50000,20,eigenvalues,50000,0.12295099999999999,2.45902e-06,16.573238,0.00033146476
extract.py:132(eigen_features),50000,20,eigenvalues,50001,1.4669079999999999,2.9337573248535026e-05,26.848184,0.0005369529409411811
extract.py:14(<module>),50000,20,eigenvalues,1,2.6e-05,2.6e-05,0.8523809999999999,0.8523809999999999
extract.py:34(compute_tree),50000,20,eigenvalues,1,0.011602999999999999,0.011602999999999999,0.014055,0.014055
__init__.py:4(<module>),50000,20,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),50000,20,eigenvalues,1,0.002169,0.002169,23.832127999999997,23.832127999999997
io.py:82(write_features),50000,20,eigenvalues,1,0.171251,0.171251,29.195549,29.195549
io.py:5(<module>),50000,20,eigenvalues,1,1.7e-05,1.7e-05,0.014157,0.014157
features.py:12(accumulation_2d_neighborhood),100000,50,full,1,0.000122,0.000122,0.078083,0.078083
features.py:53(normalized_eigenvalues),100000,50,full,200000,0.9003249999999999,4.5016249999999994e-06,1.7992839999999999,8.996419999999999e-06
features.py:71(triangle_variance_space),100000,50,full,100000,0.481072,4.81072e-06,1.309006,1.3090059999999999e-05
features.py:114(compute_3D_features),100000,50,full,100000,1.030174,1.030174e-05,3.204749,3.204749e-05
features.py:147(compute_2D_features),100000,50,full,100000,0.381997,3.8199699999999994e-06,0.810407,8.10407e-06
features.py:167(compute_3D_properties),100000,50,full,100000,0.5960139999999999,5.960139999999999e-06,7.546354,7.546354e-05
features.py:210(<listcomp>),100000,50,full,100000,8.972354,8.972353999999999e-05,9.382876999999999,9.382876999999998e-05
features.py:194(compute_2D_properties),100000,50,full,100000,0.5077929999999999,5.07793e-06,10.083454999999999,0.00010083454999999999
features.py:217(verticality_coefficient),100000,50,full,100000,0.232399,2.32399e-06,0.263696,2.6369599999999997e-06
features.py:6(<module>),100000,50,full,1,4.9999999999999996e-06,4.9999999999999996e-06,0.228039,0.228039
extract.py:49(build_neighborhood),100000,50,full,100000,0.301554,3.01554e-06,12.820015,0.00012820015
extract.py:72(fitted_pca),100000,50,full,200000,0.400012,2.00006e-06,57.578174,0.00028789087
extract.py:191(all_features),100000,50,full,100001,4.208752,4.2087099129008704e-05,98.467173,0.0009846618833811661
extract.py:14(<module>),100000,50,full,1,2.3e-05,2.3e-05,0.6633049999999999,0.6633049999999999
extract.py:34(compute_tree),100000,50,full,1,0.023549999999999998,0.023549999999999998,0.0269,0.0269
__init__.py:4(<module>),100000,50,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),100000,50,full,1,0.0015589999999999998,0.0015589999999999998,20.568291,20.568291
io.py:82(write_features),100000,50,full,1,0.38323199999999996,0.38323199999999996,105.35313699999999,105.35313699999999
io.py:5(<module>),100000,50,full,1,2.2e-05,2.2e-05,0.013361999999999999,0.013361999999999999
features.py:12(accumulation_2d_neighborhood),50000,100,full,1,0.00011399999999999999,0.00011399999999999999,0.063678,0.063678
features.py:53(normalized_eigenvalues),50000,100,full,100000,0.449579,4.49579e-06,0.889465,8.89465e-06
