function,nb_points,nb_neighbors,feature_set,nb_calls,total_time,total_time_per_call,cum_time,cum_time_per_call
features.py:255(eigenentropy),100000,50,eigenvalues,100000,0.446389,4.46389e-06,1.0062849999999999,1.0062849999999998e-05
features.py:271(val_sum),100000,50,eigenvalues,100000,0.059538999999999995,5.9539e-07,0.517467,5.17467e-06
features.py:18(<module>),100000,50,eigenvalues,1,7e-06,7e-06,0.212382,0.212382
extract.py:48(request_tree),100000,50,eigenvalues,100000,0.079805,7.9805e-07,10.792812999999999,0.00010792812999999998
extract.py:70(fit_pca),100000,50,eigenvalues,100000,0.20177399999999998,2.01774e-06,28.65363,0.0002865363
extract.py:135(eigen_features),100000,50,eigenvalues,100001,2.740973,2.7409455905440944e-05,46.493942999999994,0.0004649347806521934
extract.py:14(<module>),100000,50,eigenvalues,1,2.2e-05,2.2e-05,0.620966,0.620966
extract.py:33(compute_tree),100000,50,eigenvalues,1,0.024985999999999998,0.024985999999999998,0.029564999999999998,0.029564999999999998
__init__.py:4(<module>),100000,50,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),100000,50,eigenvalues,1,0.001395,0.001395,19.223508,19.223508
io.py:82(write_features),100000,50,eigenvalues,1,0.25636,0.25636,50.146833,50.146833
io.py:5(<module>),100000,50,eigenvalues,1,4.9999999999999996e-06,4.9999999999999996e-06,0.010064,0.010064
features.py:71(normalize),10000,100,eigenvalues,10000,0.038472,3.8472e-06,0.12545599999999998,1.2545599999999999e-05
features.py:103(triangle_variance_space),10000,100,eigenvalues,10000,0.041978,4.1978e-06,0.041978,4.1978e-06
features.py:146(curvature_change),10000,100,eigenvalues,10000,0.00215,2.15e-07,0.00215,2.15e-07
features.py:164(linearity),10000,100,eigenvalues,10000,0.010196,1.0196e-06,0.010196,1.0196e-06
features.py:182(planarity),10000,100,eigenvalues,10000,0.007916,7.916e-07,0.007916,7.916e-07
features.py:200(scattering),10000,100,eigenvalues,10000,0.004798,4.798e-07,0.004798,4.798e-07
features.py:219(omnivariance),10000,100,eigenvalues,10000,0.01894,1.8939999999999998e-06,0.08046299999999999,8.0463e-06
features.py:237(anisotropy),10000,100,eigenvalues,10000,0.009221,9.221e-07,0.009221,9.221e-07
features.py:255(eigenentropy),10000,100,eigenvalues,10000,0.045007,4.5007e-06,0.10345,1.0345e-05
features.py:271(val_sum),10000,100,eigenvalues,10000,0.005778,5.778e-07,0.054485,5.4485e-06
features.py:18(<module>),10000,100,eigenvalues,1,8e-06,8e-06,0.222267,0.222267
extract.py:48(request_tree),10000,100,eigenvalues,10000,0.008136,8.135999999999999e-07,1.016379,0.0001016379
extract.py:70(fit_pca),10000,100,eigenvalues,10000,0.020925,2.0925e-06,2.961605,0.0002961605
extract.py:135(eigen_features),10000,100,eigenvalues,10001,0.300535,3.005049495050495e-05,4.720999,0.00047205269473052694
extract.py:14(<module>),10000,100,eigenvalues,1,2.4999999999999998e-05,2.4999999999999998e-05,0.7306389999999999,0.7306389999999999
extract.py:33(compute_tree),10000,100,eigenvalues,1,0.0017259999999999999,0.0017259999999999999,0.002366,0.002366
__init__.py:4(<module>),10000,100,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),10000,100,eigenvalues,1,0.001846,0.001846,21.092008999999997,21.092008999999997
io.py:82(write_features),10000,100,eigenvalues,1,0.028464,0.028464,5.099359,5.099359
io.py:5(<module>),10000,100,eigenvalues,1,9e-06,9e-06,0.010173999999999999,0.010173999999999999
features.py:71(normalize),5000,50,alphabeta,5000,0.021935,4.387e-06,0.07066399999999999,1.4132799999999998e-05
features.py:103(triangle_variance_space),5000,50,alphabeta,5000,0.023932,4.7864e-06,0.023932,4.7864e-06
features.py:18(<module>),5000,50,alphabeta,1,9e-06,9e-06,0.281599,0.281599
extract.py:48(request_tree),5000,50,alphabeta,5000,0.005213,1.0426e-06,0.51421,0.00010284199999999999
extract.py:70(fit_pca),5000,50,alphabeta,5000,0.011678,2.3355999999999997e-06,1.6483489999999998,0.0003296698
extract.py:87(alphabeta_features),5000,50,alphabeta,5001,0.123085,2.4612077584483103e-05,2.3810309999999997,0.00047611097780443905
